Student Name,Entity,% Enr,Student Type,Race,Days Absent,Days Present,Days Possible,Percent Atnd,Ave Dly Attend,Days Excused,Days Unexc,Ave Dly Mbr,Calendar,Hisp/Lat,Current Date,Student Number,Current Grade,Guardian Name,Guardian Phone,Counselor,Counselor Email,Dean Name,Dean Email
Elijah Foster,Penn High School,Full Time,High School,Black,12,163,180,96%,91%,4,6,10,Gold/Black,No,09/25/2025,216149,Victory Lap,Elijah Brown,219-555-6509,Ms. Jones,williams@example.com,Ms. Red,green@example.com
Aiden Moore,Penn High School,Full Time,High School,Other,19,152,180,90%,91%,1,6,10,Gold/Black,No,09/25/2025,900773,Freshman,Kaden Smith,219-555-9845,Mr. Brown,johson@example.com,Ms. Green,black@example.com
Kyan Fogarty,Penn High School,Full Time,High School,White,9,176,180,95%,84%,5,4,10,Gold/Black,Yes,09/25/2025,641308,Freshman,Keaton Fogarty,219-555-4969,Mr. Brown,brown@example.com,Ms. Green,black@example.com
Danielle DeFreitas,Penn High School,Full Time,High School,Black,8,155,180,95%,81%,8,0,10,Gold/Black,Yes,09/25/2025,217130,Victory Lap,Jane Foster,219-555-1292,Mrs. Williams,brown@example.com,Mr. White,black@example.com
Lucian Willaims,Penn High School,Full Time,High School,Asian,10,179,180,99%,83%,7,8,10,Gold/Black,Yes,09/25/2025,856436,Victory Lap,Alexis DeFreitas,219-555-1750,Ms. Johnson,smith@example.com,Mr. Blue,black@example.com
Joe Jones,Penn High School,Full Time,High School,Hispanic,4,158,180,85%,91%,0,3,10,Gold/Black,Yes,09/25/2025,952563,Sophomore,Joe Smith,219-555-5561,Mrs. Williams,brown@example.com,Mr. White,white@example.com
Rachel Davis,Penn High School,Full Time,High School,White,4,174,180,96%,84%,3,1,10,Gold/Black,Yes,09/25/2025,258982,Sophomore,Ben Willaims,219-555-1486,Mr. Smith,williams@example.com,Ms. Red,white@example.com
Roman Anderson,Penn High School,Full Time,High School,Black,14,176,180,89%,97%,7,8,10,Gold/Black,Yes,09/25/2025,590448,Junior,Keaton Anderson,219-555-5904,Mr. Smith,williams@example.com,Ms. Red,red@example.com
Lisa Moore,Penn High School,Full Time,High School,Asian,14,174,180,84%,85%,7,2,10,Gold/Black,Yes,09/25/2025,513133,Freshman,Alexis Smith,219-555-7923,Ms. Jones,smith@example.com,Mr. White,red@example.com
Benedict Fogarty,Penn High School,Full Time,High School,Other,2,166,180,87%,89%,7,6,10,Gold/Black,No,09/25/2025,434123,Junior,Kyan Foster,219-555-2236,Ms. Johnson,jones@example.com,Mr. White,green@example.com
Ben Moore,Penn High School,Full Time,High School,White,8,150,180,81%,95%,0,2,10,Gold/Black,No,09/25/2025,856839,Sophomore,Benedict Anderson,219-555-5925,Ms. Jones,brown@example.com,Mr. White,blue@example.com
Rachel DeFreitas,Penn High School,Full Time,High School,Other,0,162,180,98%,95%,6,7,10,Gold/Black,Yes,09/25/2025,544841,Senior,Rachel Fogarty,219-555-1475,Ms. Johnson,johson@example.com,Mr. White,blue@example.com
Noah Johnson,Penn High School,Full Time,High School,Hispanic,17,158,180,88%,81%,4,7,10,Gold/Black,Yes,09/25/2025,730030,Victory Lap,Keaton Miller,219-555-6789,Mr. Brown,williams@example.com,Mrs. Black,red@example.com
Joe Anderson,Penn High School,Full Time,High School,Asian,12,168,180,82%,83%,6,1,10,Gold/Black,No,09/25/2025,639214,Senior,Joe Anderson,219-555-3889,Mr. Smith,williams@example.com,Mr. White,green@example.com
Lisa Davis,Penn High School,Full Time,High School,Hispanic,11,179,180,96%,96%,2,0,10,Gold/Black,No,09/25/2025,681654,Sophomore,Andrew Willaims,219-555-5758,Mrs. Williams,williams@example.com,Ms. Red,black@example.com
Jill Jones,Penn High School,Full Time,High School,White,16,158,180,86%,91%,3,9,10,Gold/Black,Yes,09/25/2025,768530,Victory Lap,Mac Jones,219-555-5435,Mr. Smith,williams@example.com,Ms. Green,green@example.com
Lucian Anderson,Penn High School,Full Time,High School,Black,13,162,180,96%,82%,3,4,10,Gold/Black,No,09/25/2025,135615,Senior,Danielle Smith,219-555-3294,Ms. Johnson,brown@example.com,Ms. Green,black@example.com
Emma Johnson,Penn High School,Full Time,High School,Hispanic,8,171,180,97%,91%,1,8,10,Gold/Black,No,09/25/2025,209525,Freshman,Lisa Foster,219-555-3945,Mr. Brown,johson@example.com,Ms. Green,blue@example.com
Mac Smith,Penn High School,Full Time,High School,Black,14,160,180,86%,98%,8,5,10,Gold/Black,Yes,09/25/2025,302383,Sophomore,Lisa Foster,219-555-4137,Mrs. Williams,jones@example.com,Mr. Blue,black@example.com
Elijah Foster,Penn High School,Full Time,High School,Hispanic,6,177,180,84%,95%,6,4,10,Gold/Black,Yes,09/25/2025,765707,Junior,Katerina Fogarty,219-555-7025,Ms. Johnson,johson@example.com,Mr. White,white@example.com
Aiden Foster,Penn High School,Full Time,High School,Asian,18,150,180,93%,96%,7,8,10,Gold/Black,No,09/25/2025,950659,Victory Lap,Alexis Anderson,219-555-6906,Ms. Johnson,johson@example.com,Mr. White,red@example.com
Roman Brown,Penn High School,Full Time,High School,Black,4,150,180,96%,95%,6,0,10,Gold/Black,Yes,09/25/2025,582971,Senior,Emma Moore,219-555-8744,Ms. Johnson,brown@example.com,Ms. Red,black@example.com
Keaton Willaims,Penn High School,Full Time,High School,Other,11,173,180,87%,97%,8,9,10,Gold/Black,Yes,09/25/2025,702664,Sophomore,Emmy Brown,219-555-5061,Ms. Jones,johson@example.com,Mr. White,green@example.com
Roman DeFreitas,Penn High School,Full Time,High School,Black,10,177,180,99%,93%,8,1,10,Gold/Black,No,09/25/2025,684555,Junior,Ben Foster,219-555-5285,Mr. Brown,brown@example.com,Ms. Red,blue@example.com
Kaden Foster,Penn High School,Full Time,High School,Asian,2,162,180,86%,92%,6,9,10,Gold/Black,Yes,09/25/2025,447693,Senior,Danielle Smith,219-555-9036,Mr. Brown,smith@example.com,Ms. Red,black@example.com
Kyan Manukyan,Penn High School,Full Time,High School,Other,7,160,180,91%,82%,0,8,10,Gold/Black,No,09/25/2025,932483,Freshman,Kaden Wilson,219-555-7440,Ms. Johnson,williams@example.com,Ms. Green,white@example.com
Eliana Willaims,Penn High School,Full Time,High School,Asian,13,152,180,83%,98%,6,1,10,Gold/Black,No,09/25/2025,246233,Senior,Roman Foster,219-555-7786,Mrs. Williams,brown@example.com,Mrs. Black,blue@example.com
Andrew DeFreitas,Penn High School,Full Time,High School,Hispanic,0,177,180,98%,96%,9,1,10,Gold/Black,No,09/25/2025,624806,Senior,Aiden Wilson,219-555-3635,Mrs. Williams,jones@example.com,Mrs. Black,black@example.com
Alexis Willaims,Penn High School,Full Time,High School,Asian,0,159,180,91%,96%,7,1,10,Gold/Black,Yes,09/25/2025,172150,Senior,Noah Moore,219-555-5004,Mr. Brown,williams@example.com,Ms. Green,red@example.com
Keaton Miller,Penn High School,Full Time,High School,White,5,170,180,84%,99%,1,9,10,Gold/Black,No,09/25/2025,844906,Junior,Lisa Manukyan,219-555-7090,Ms. Johnson,smith@example.com,Ms. Green,blue@example.com
Aiden Manukyan,Penn High School,Full Time,High School,Asian,16,175,180,93%,80%,0,3,10,Gold/Black,Yes,09/25/2025,352309,Sophomore,Danielle Miller,219-555-3063,Mr. Brown,williams@example.com,Mr. White,red@example.com
Marge Wilson,Penn High School,Full Time,High School,White,7,152,180,88%,81%,0,5,10,Gold/Black,Yes,09/25/2025,430296,Sophomore,Ben Fogarty,219-555-5771,Ms. Jones,johson@example.com,Mrs. Black,black@example.com
Ben Jones,Penn High School,Full Time,High School,White,12,152,180,88%,88%,2,9,10,Gold/Black,Yes,09/25/2025,658433,Victory Lap,Keaton Willaims,219-555-4499,Ms. Jones,johson@example.com,Ms. Red,white@example.com
Ben DeFreitas,Penn High School,Full Time,High School,Black,1,160,180,96%,97%,5,6,10,Gold/Black,No,09/25/2025,938234,Victory Lap,Elijah Foster,219-555-9304,Mr. Smith,smith@example.com,Ms. Red,white@example.com
Eliana Davis,Penn High School,Full Time,High School,Asian,6,169,180,86%,89%,2,5,10,Gold/Black,Yes,09/25/2025,396688,Sophomore,Roman Davis,219-555-2921,Mrs. Williams,brown@example.com,Mr. Blue,black@example.com
Alexis Fogarty,Penn High School,Full Time,High School,White,0,165,180,84%,88%,0,1,10,Gold/Black,No,09/25/2025,570671,Senior,Kyan Wilson,219-555-8263,Ms. Johnson,brown@example.com,Mr. Blue,white@example.com
Roman Brown,Penn High School,Full Time,High School,Hispanic,14,159,180,88%,99%,2,8,10,Gold/Black,Yes,09/25/2025,616746,Junior,Joe Jones,219-555-4285,Ms. Jones,jones@example.com,Mr. White,red@example.com
Eliana DeFreitas,Penn High School,Full Time,High School,Black,19,168,180,89%,88%,3,6,10,Gold/Black,No,09/25/2025,470631,Senior,Emmy Brown,219-555-8433,Ms. Jones,brown@example.com,Mr. Blue,black@example.com
Kyan Garcia,Penn High School,Full Time,High School,Asian,5,163,180,95%,96%,9,8,10,Gold/Black,No,09/25/2025,151297,Senior,Rachel Brown,219-555-5983,Mrs. Williams,brown@example.com,Mr. Blue,blue@example.com
Roman Foster,Penn High School,Full Time,High School,Hispanic,9,172,180,84%,91%,4,3,10,Gold/Black,Yes,09/25/2025,481350,Victory Lap,Mac Foster,219-555-5729,Mr. Smith,williams@example.com,Mr. Blue,white@example.com
Mac Jones,Penn High School,Full Time,High School,Black,8,179,180,87%,90%,6,8,10,Gold/Black,Yes,09/25/2025,612405,Junior,Danielle Miller,219-555-6708,Ms. Jones,jones@example.com,Mr. White,white@example.com
Andrew Manukyan,Penn High School,Full Time,High School,Other,3,167,180,86%,96%,7,9,10,Gold/Black,Yes,09/25/2025,305275,Victory Lap,Kaden Willaims,219-555-6233,Ms. Johnson,johson@example.com,Mr. Blue,white@example.com
Kyan Foster,Penn High School,Full Time,High School,Black,3,167,180,97%,98%,7,8,10,Gold/Black,Yes,09/25/2025,507175,Junior,Katerina Manukyan,219-555-5177,Ms. Jones,williams@example.com,Mr. Blue,blue@example.com
Ben Manukyan,Penn High School,Full Time,High School,Black,2,178,180,90%,91%,0,4,10,Gold/Black,Yes,09/25/2025,126552,Victory Lap,Ben Anderson,219-555-1814,Mr. Smith,johson@example.com,Mr. White,green@example.com
Ben Jones,Penn High School,Full Time,High School,Hispanic,1,170,180,80%,86%,1,7,10,Gold/Black,Yes,09/25/2025,327718,Junior,Aiden Brown,219-555-1692,Mr. Brown,brown@example.com,Ms. Red,black@example.com
Katerina Johnson,Penn High School,Full Time,High School,Black,12,166,180,87%,96%,0,2,10,Gold/Black,Yes,09/25/2025,789891,Freshman,Lisa Jones,219-555-8349,Ms. Johnson,smith@example.com,Ms. Red,green@example.com
Noah Foster,Penn High School,Full Time,High School,Black,5,162,180,83%,83%,9,7,10,Gold/Black,Yes,09/25/2025,694135,Freshman,Benedict Davis,219-555-3973,Mr. Brown,johson@example.com,Ms. Green,blue@example.com
Lucian Miller,Penn High School,Full Time,High School,White,17,170,180,80%,97%,0,7,10,Gold/Black,Yes,09/25/2025,287031,Sophomore,Katerina Brown,219-555-9403,Ms. Jones,johson@example.com,Ms. Red,green@example.com
Jane Garcia,Penn High School,Full Time,High School,Other,10,153,180,87%,99%,2,4,10,Gold/Black,No,09/25/2025,478891,Sophomore,Katerina Wilson,219-555-9381,Mr. Smith,jones@example.com,Mrs. Black,red@example.com
Van Wilson,Penn High School,Full Time,High School,White,0,151,180,80%,94%,3,0,10,Gold/Black,No,09/25/2025,644706,Junior,Kaden Wilson,219-555-2729,Mrs. Williams,brown@example.com,Mr. White,white@example.com
Kaden Johnson,Penn High School,Full Time,High School,Other,15,151,180,82%,90%,6,7,10,Gold/Black,No,09/25/2025,197770,Sophomore,Noah Jones,219-555-4216,Ms. Jones,williams@example.com,Mr. Blue,green@example.com
Alexis Willaims,Penn High School,Full Time,High School,Other,4,150,180,85%,85%,8,0,10,Gold/Black,Yes,09/25/2025,937386,Sophomore,Emmy Manukyan,219-555-6331,Mr. Smith,williams@example.com,Mr. Blue,blue@example.com
Danielle Miller,Penn High School,Full Time,High School,Asian,5,163,180,99%,89%,1,8,10,Gold/Black,Yes,09/25/2025,580041,Sophomore,Lisa Jones,219-555-3820,Ms. Jones,johson@example.com,Mrs. Black,green@example.com
Kaden Miller,Penn High School,Full Time,High School,Black,7,177,180,93%,99%,7,5,10,Gold/Black,No,09/25/2025,660889,Freshman,Danielle Garcia,219-555-9792,Ms. Johnson,williams@example.com,Mr. Blue,red@example.com
Rachel Brown,Penn High School,Full Time,High School,Black,5,155,180,82%,93%,7,0,10,Gold/Black,Yes,09/25/2025,872504,Freshman,Danielle Anderson,219-555-9484,Ms. Johnson,jones@example.com,Mrs. Black,green@example.com
Emma Anderson,Penn High School,Full Time,High School,Other,13,158,180,80%,90%,6,3,10,Gold/Black,No,09/25/2025,834328,Victory Lap,Danielle Anderson,219-555-5988,Mrs. Williams,brown@example.com,Ms. Green,white@example.com
Noah Davis,Penn High School,Full Time,High School,Hispanic,16,176,180,95%,98%,3,3,10,Gold/Black,No,09/25/2025,782239,Victory Lap,Kaden Brown,219-555-7398,Mr. Brown,smith@example.com,Ms. Red,white@example.com
Ben DeFreitas,Penn High School,Full Time,High School,White,13,161,180,80%,84%,2,4,10,Gold/Black,Yes,09/25/2025,583069,Junior,Lucian Johnson,219-555-3280,Mr. Brown,brown@example.com,Ms. Green,blue@example.com
Benedict Brown,Penn High School,Full Time,High School,Black,10,150,180,80%,90%,3,6,10,Gold/Black,No,09/25/2025,213387,Junior,Keaton Jones,219-555-2713,Mr. Smith,brown@example.com,Mr. Blue,red@example.com
Emma Garcia,Penn High School,Full Time,High School,Other,15,168,180,96%,96%,5,6,10,Gold/Black,No,09/25/2025,359655,Victory Lap,Alexis Anderson,219-555-7209,Mrs. Williams,brown@example.com,Ms. Red,white@example.com
Joe Manukyan,Penn High School,Full Time,High School,Hispanic,6,173,180,94%,86%,7,0,10,Gold/Black,Yes,09/25/2025,170102,Junior,Jane Brown,219-555-3462,Mr. Smith,jones@example.com,Mr. White,black@example.com
Kaden DeFreitas,Penn High School,Full Time,High School,Hispanic,18,169,180,86%,81%,5,3,10,Gold/Black,No,09/25/2025,664789,Junior,Emma Moore,219-555-6991,Ms. Jones,johson@example.com,Ms. Red,black@example.com
Danielle Foster,Penn High School,Full Time,High School,Other,6,161,180,90%,97%,7,9,10,Gold/Black,No,09/25/2025,482398,Victory Lap,Roman Manukyan,219-555-4380,Mrs. Williams,brown@example.com,Ms. Red,white@example.com
Emmy DeFreitas,Penn High School,Full Time,High School,Asian,9,155,180,84%,87%,8,4,10,Gold/Black,No,09/25/2025,684166,Freshman,Emmy DeFreitas,219-555-7984,Ms. Johnson,johson@example.com,Ms. Red,white@example.com
Emmy Willaims,Penn High School,Full Time,High School,Asian,19,175,180,88%,90%,3,5,10,Gold/Black,Yes,09/25/2025,491934,Victory Lap,Van Johnson,219-555-4215,Ms. Jones,williams@example.com,Mr. Blue,blue@example.com
Ben Miller,Penn High School,Full Time,High School,Asian,13,159,180,92%,94%,0,2,10,Gold/Black,Yes,09/25/2025,969007,Senior,Jill Jones,219-555-5208,Ms. Jones,jones@example.com,Ms. Green,red@example.com
Van Anderson,Penn High School,Full Time,High School,Black,2,160,180,88%,86%,5,4,10,Gold/Black,Yes,09/25/2025,854201,Victory Lap,Jane Moore,219-555-1159,Mrs. Williams,jones@example.com,Ms. Green,black@example.com
Van Fogarty,Penn High School,Full Time,High School,Asian,8,158,180,98%,99%,0,4,10,Gold/Black,Yes,09/25/2025,842638,Freshman,Van Willaims,219-555-1521,Mr. Brown,smith@example.com,Mrs. Black,blue@example.com
Elijah Wilson,Penn High School,Full Time,High School,Other,8,178,180,83%,92%,0,0,10,Gold/Black,Yes,09/25/2025,560748,Junior,Jane Garcia,219-555-1061,Mr. Smith,smith@example.com,Ms. Green,blue@example.com
Lisa Johnson,Penn High School,Full Time,High School,Asian,11,156,180,80%,99%,0,8,10,Gold/Black,No,09/25/2025,898346,Victory Lap,Roman Anderson,219-555-5938,Mrs. Williams,johson@example.com,Ms. Red,blue@example.com
Alexis Anderson,Penn High School,Full Time,High School,Asian,15,158,180,97%,82%,7,4,10,Gold/Black,No,09/25/2025,934267,Sophomore,Kyan DeFreitas,219-555-5134,Mr. Smith,williams@example.com,Ms. Red,blue@example.com
Elijah Willaims,Penn High School,Full Time,High School,White,13,170,180,80%,87%,8,5,10,Gold/Black,No,09/25/2025,176208,Sophomore,Mac Wilson,219-555-3100,Mrs. Williams,brown@example.com,Ms. Green,green@example.com
Lucian Fogarty,Penn High School,Full Time,High School,Hispanic,9,170,180,92%,85%,9,7,10,Gold/Black,Yes,09/25/2025,478561,Senior,Aiden Garcia,219-555-4051,Ms. Johnson,johson@example.com,Mrs. Black,blue@example.com
Lisa Anderson,Penn High School,Full Time,High School,Other,5,156,180,85%,82%,8,6,10,Gold/Black,Yes,09/25/2025,980602,Freshman,Ben Manukyan,219-555-5354,Mr. Brown,smith@example.com,Ms. Red,black@example.com
Rachel Brown,Penn High School,Full Time,High School,Other,3,162,180,86%,91%,1,1,10,Gold/Black,Yes,09/25/2025,696181,Senior,Andrew Wilson,219-555-5568,Ms. Johnson,johson@example.com,Ms. Red,white@example.com
Noah DeFreitas,Penn High School,Full Time,High School,Asian,19,179,180,80%,95%,3,7,10,Gold/Black,No,09/25/2025,822415,Senior,Lisa Willaims,219-555-4750,Mr. Smith,johson@example.com,Mrs. Black,white@example.com
Rachel Anderson,Penn High School,Full Time,High School,Asian,12,169,180,88%,91%,9,6,10,Gold/Black,Yes,09/25/2025,410654,Junior,Mac Davis,219-555-5681,Ms. Jones,brown@example.com,Ms. Green,white@example.com
Eliana Foster,Penn High School,Full Time,High School,White,12,151,180,98%,98%,1,3,10,Gold/Black,No,09/25/2025,545974,Sophomore,Elijah Anderson,219-555-2432,Mr. Smith,smith@example.com,Mrs. Black,green@example.com
Alexis Smith,Penn High School,Full Time,High School,Asian,4,177,180,82%,91%,8,8,10,Gold/Black,Yes,09/25/2025,598379,Freshman,Lucian Anderson,219-555-6108,Mr. Brown,jones@example.com,Ms. Red,green@example.com
Marge Moore,Penn High School,Full Time,High School,Black,18,156,180,92%,94%,4,8,10,Gold/Black,Yes,09/25/2025,987038,Junior,Marge DeFreitas,219-555-3982,Mrs. Williams,jones@example.com,Ms. Green,white@example.com
Van Moore,Penn High School,Full Time,High School,Black,9,171,180,81%,94%,2,4,10,Gold/Black,Yes,09/25/2025,772686,Junior,Ben Moore,219-555-5550,Ms. Jones,williams@example.com,Mr. White,black@example.com
Benedict Willaims,Penn High School,Full Time,High School,Black,13,170,180,86%,90%,8,6,10,Gold/Black,Yes,09/25/2025,815062,Senior,Aiden Manukyan,219-555-7671,Mr. Brown,jones@example.com,Mrs. Black,black@example.com
Andrew Garcia,Penn High School,Full Time,High School,Other,11,179,180,96%,95%,7,7,10,Gold/Black,Yes,09/25/2025,289306,Senior,Joe Willaims,219-555-2378,Ms. Jones,brown@example.com,Ms. Red,red@example.com
Mac Smith,Penn High School,Full Time,High School,Black,14,163,180,82%,99%,8,6,10,Gold/Black,No,09/25/2025,461617,Victory Lap,Lucian Wilson,219-555-9984,Mr. Brown,williams@example.com,Ms. Green,green@example.com
Rachel Brown,Penn High School,Full Time,High School,White,1,175,180,92%,93%,1,1,10,Gold/Black,Yes,09/25/2025,106409,Junior,Aiden Anderson,219-555-8838,Mr. Brown,johson@example.com,Ms. Green,black@example.com
Keaton Manukyan,Penn High School,Full Time,High School,White,5,159,180,88%,95%,0,8,10,Gold/Black,No,09/25/2025,772622,Freshman,Jane DeFreitas,219-555-5343,Mr. Smith,williams@example.com,Ms. Green,white@example.com
Eliana Garcia,Penn High School,Full Time,High School,Black,6,152,180,98%,99%,9,9,10,Gold/Black,Yes,09/25/2025,572951,Victory Lap,Aiden Brown,219-555-2080,Ms. Jones,jones@example.com,Mrs. Black,black@example.com
Rachel Smith,Penn High School,Full Time,High School,Other,10,177,180,82%,88%,7,2,10,Gold/Black,No,09/25/2025,176642,Freshman,Danielle Garcia,219-555-7953,Mr. Brown,smith@example.com,Ms. Red,red@example.com
Eliana Jones,Penn High School,Full Time,High School,Other,17,158,180,88%,92%,0,1,10,Gold/Black,Yes,09/25/2025,971180,Victory Lap,Kaden Moore,219-555-6659,Ms. Johnson,williams@example.com,Mr. Blue,white@example.com
Elijah Moore,Penn High School,Full Time,High School,Other,3,163,180,89%,94%,7,0,10,Gold/Black,No,09/25/2025,469547,Freshman,Emma Garcia,219-555-7808,Ms. Jones,smith@example.com,Mr. Blue,white@example.com
Kaden Willaims,Penn High School,Full Time,High School,Asian,19,159,180,81%,96%,7,5,10,Gold/Black,Yes,09/25/2025,248120,Freshman,Katerina Willaims,219-555-3226,Ms. Johnson,williams@example.com,Mr. White,blue@example.com
Emma Fogarty,Penn High School,Full Time,High School,Asian,5,170,180,89%,91%,5,1,10,Gold/Black,No,09/25/2025,908863,Victory Lap,Lisa Davis,219-555-1287,Mr. Brown,smith@example.com,Ms. Green,green@example.com
Kaden Brown,Penn High School,Full Time,High School,Other,8,163,180,88%,81%,9,4,10,Gold/Black,No,09/25/2025,145089,Sophomore,Lucian Jones,219-555-4974,Ms. Johnson,jones@example.com,Ms. Green,green@example.com
