Name,Age,GPA,Credits Completed,Year,Pathway
Kaden Johnson,14,2.9,9,Sophomore,Computer Science
Marge Smith,16,1.71,49,Junior,Business
Jill Brown,17,2.36,13,Junior,Marketing
Joe Manukyan,15,2.14,13,Freshman,Criminal Justice
Danielle Garcia,16,2.78,33,Freshman,Engineering
Ben Wilson,18,1.1,37,Senior,Computer Science
Emma Brown,17,2.95,60,Freshman,Marketing
Benedict Wilson,19,1.14,31,Senior,Early College
Roman Brown,16,3.56,40,Senior,Business
Joe Anderson,14,2.34,11,Freshman,Early Childhood Education
Mac Smith,16,3.76,47,Victory Lap,Early Childhood Education
Rachel Davis,18,2.14,33,Senior,Computer Science
Emma Wilson,15,1.15,4,Sophomore,Marketing
Noah Jones,14,0.74,29,Sophomore,Criminal Justice
Noah Garcia,19,1.21,30,Junior,Business
Jill Davis,16,1.38,39,Freshman,Computer Science
Lisa Moore,17,4.0,38,Junior,Bio Med
Andrew Fogarty,19,1.63,15,Sophomore,Culinary
Emma Davis,19,1.57,31,Freshman,Culinary
Lisa Brown,18,1.06,17,Junior,Business
Elijah Moore,15,2.49,18,Freshman,Culinary
Keaton Brown,14,2.22,42,Freshman,Marketing
Kaden Davis,14,3.34,3,Junior,Culinary
Mac Davis,15,1.6,41,Victory Lap,Early Childhood Education
Danielle Jones,14,3.41,8,Freshman,Bio Med
Mac Jones,14,3.89,47,Senior,Construction
Alexis Garcia,15,1.69,39,Sophomore,Early Childhood Education
Marge Davis,14,1.71,59,Junior,Business
Danielle Johnson,17,0.69,55,Freshman,Early College
Kaden Miller,15,3.49,14,Victory Lap,Criminal Justice
Kaden Johnson,15,1.66,19,Freshman,Early College
Lucian Fogarty,19,3.62,12,Junior,Early Childhood Education
Elijah Johnson,16,3.77,6,Victory Lap,Early Childhood Education
Elijah Foster,16,2.83,10,Sophomore,Engineering
Katerina Johnson,18,1.85,12,Victory Lap,Early College
Katerina Brown,18,1.42,31,Junior,Criminal Justice
Roman Johnson,14,0.52,14,Senior,Early Childhood Education
Danielle Smith,17,2.87,49,Senior,Early Childhood Education
Rachel Willaims,15,3.54,54,Victory Lap,Marketing
Alexis Willaims,16,3.41,41,Senior,Early College
Mac Anderson,19,2.92,8,Senior,Construction
Marge Johnson,15,0.38,12,Senior,Early Childhood Education
Keaton Smith,19,2.23,36,Junior,Early Childhood Education
Andrew Foster,15,0.36,58,Junior,Business
Roman Brown,17,4.01,13,Senior,Bio Med
Roman Manukyan,19,3.26,45,Senior,Bio Med
Emma Smith,18,2.62,11,Junior,Engineering
Joe Wilson,14,2.11,50,Junior,Engineering
Van Davis,18,2.47,14,Senior,Early College
Danielle Manukyan,19,2.11,50,Freshman,Early Childhood Education
Keaton Miller,19,1.24,27,Senior,Business
Andrew Willaims,19,2.5,13,Sophomore,Computer Science
Joe Davis,15,2.08,16,Victory Lap,Construction
Jill Fogarty,17,1.57,49,Freshman,Computer Science
Kyan Willaims,16,3.45,40,Senior,Criminal Justice
Katerina Moore,18,2.7,19,Senior,Criminal Justice
Rachel Wilson,15,3.21,35,Victory Lap,Early Childhood Education
Benedict Davis,15,1.7,44,Senior,Criminal Justice
Ben Davis,15,0.75,25,Freshman,Bio Med
Danielle Miller,18,3.61,9,Senior,Early College
Roman Manukyan,19,3.76,33,Senior,Criminal Justice
Lucian Moore,19,2.53,49,Victory Lap,Early Childhood Education
Marge Willaims,17,4.06,0,Victory Lap,Construction
Keaton Anderson,16,2.15,10,Senior,Computer Science
Noah Anderson,15,2.34,40,Junior,Business
Ben Wilson,17,3.68,10,Sophomore,Computer Science
Ben Wilson,17,1.48,37,Victory Lap,Criminal Justice
Ben Garcia,16,3.26,60,Freshman,Computer Science
Alexis Smith,17,2.28,30,Freshman,Business
Van Smith,14,2.34,23,Sophomore,Construction
Kyan Davis,18,0.76,13,Sophomore,Culinary
Lisa Moore,14,0.83,16,Junior,Early Childhood Education
Eliana Miller,15,1.55,13,Junior,Early College
Aiden Moore,18,3.46,55,Freshman,Culinary
Jane Miller,18,2.33,16,Senior,Criminal Justice
Aiden Davis,18,4.18,15,Senior,Early Childhood Education
Eliana DeFreitas,19,2.36,48,Senior,Early College
Elijah Brown,19,3.77,28,Sophomore,Early Childhood Education
Joe DeFreitas,15,4.13,26,Sophomore,Computer Science
Keaton Willaims,18,0.74,50,Senior,Bio Med
Emmy Miller,18,0.31,26,Sophomore,Construction
Lucian Willaims,15,0.42,39,Junior,Engineering
Emmy Smith,16,2.45,58,Sophomore,Marketing
Noah DeFreitas,16,2.39,28,Freshman,Computer Science
Elijah Manukyan,15,3.63,56,Junior,Criminal Justice
Van Anderson,19,1.89,7,Sophomore,Computer Science
Keaton Willaims,17,0.41,10,Freshman,Computer Science
Lucian Wilson,16,2.77,34,Junior,Marketing
Jane DeFreitas,19,3.64,3,Victory Lap,Early Childhood Education
Ben Brown,18,3.5,51,Sophomore,Early Childhood Education
Aiden Jones,17,3.5,34,Junior,Business
Roman Brown,19,1.14,8,Sophomore,Engineering
Ben Davis,19,2.67,24,Victory Lap,Bio Med
Jill Fogarty,17,2.59,37,Junior,Engineering
Danielle Brown,16,3.73,9,Senior,Bio Med
Elijah Smith,19,1.2,25,Senior,Early College
Jane Anderson,17,0.69,14,Victory Lap,Early Childhood Education
Roman Fogarty,19,4.17,54,Victory Lap,Computer Science
Kyan Foster,16,1.24,45,Senior,Early College
Alexis Anderson,15,0.78,41,Victory Lap,Early Childhood Education
Alexis Moore,17,0.99,42,Junior,Criminal Justice
Van Johnson,15,2.65,41,Freshman,Construction
Katerina Garcia,18,2.69,60,Senior,Engineering
Alexis Miller,18,1.22,20,Freshman,Criminal Justice
Roman Manukyan,18,0.95,46,Sophomore,Computer Science
Emmy Manukyan,17,1.18,40,Freshman,Business
Ben Smith,19,2.72,0,Freshman,Engineering
Rachel Wilson,15,1.47,27,Junior,Bio Med
Lucian Anderson,17,2.92,23,Junior,Early College
Elijah Smith,14,0.99,47,Junior,Engineering
Emmy Willaims,18,1.0,31,Junior,Bio Med
Noah Johnson,14,2.18,3,Sophomore,Engineering
Aiden Jones,14,4.13,44,Freshman,Culinary
Lisa Willaims,17,3.54,44,Victory Lap,Business
Emma Brown,16,0.5,0,Sophomore,Construction
Kaden Smith,19,1.3,3,Senior,Early College
Katerina Smith,15,2.08,9,Victory Lap,Computer Science
Eliana Davis,16,1.71,19,Sophomore,Marketing
Emmy Davis,19,0.33,40,Senior,Engineering
Alexis Wilson,18,3.53,58,Sophomore,Early College
Elijah Jones,14,0.46,7,Senior,Construction
Eliana Wilson,17,3.94,33,Senior,Criminal Justice
Van Johnson,15,4.09,6,Senior,Early College
Kyan Miller,19,2.06,28,Victory Lap,Criminal Justice
Keaton Fogarty,14,2.24,47,Junior,Construction
Lucian Moore,14,0.94,0,Junior,Bio Med
Andrew Foster,18,1.26,26,Sophomore,Engineering
Andrew Miller,15,1.04,11,Senior,Culinary
Roman Miller,17,2.58,29,Junior,Early College
Jill Johnson,19,3.99,34,Senior,Marketing
Alexis Moore,15,1.16,37,Senior,Early College
Roman Johnson,15,1.69,16,Freshman,Early College
Jane Moore,15,2.56,29,Senior,Bio Med
Benedict Manukyan,15,1.41,30,Senior,Business
Jane Wilson,16,1.31,29,Senior,Construction
Marge Miller,14,2.45,11,Victory Lap,Construction
Keaton Manukyan,18,2.68,53,Victory Lap,Bio Med
Joe Smith,19,3.74,34,Senior,Criminal Justice
Ben Manukyan,18,1.92,28,Sophomore,Construction
Katerina Wilson,17,3.56,49,Victory Lap,Culinary
Benedict Anderson,16,3.14,22,Sophomore,Bio Med
Katerina Moore,18,2.24,6,Sophomore,Bio Med
Ben Smith,15,2.41,46,Freshman,Early College
Ben Fogarty,19,4.2,51,Junior,Culinary
Alexis Johnson,17,4.05,43,Sophomore,Early Childhood Education
Kyan Fogarty,19,3.1,56,Junior,Culinary
Alexis DeFreitas,19,0.3,3,Freshman,Construction
Lucian Brown,17,2.89,50,Senior,Engineering
Andrew Davis,17,3.21,4,Junior,Engineering
Eliana Moore,18,1.92,29,Sophomore,Early Childhood Education
Lisa Manukyan,14,3.43,2,Junior,Bio Med
Danielle Manukyan,15,4.23,18,Freshman,Criminal Justice
Rachel Anderson,19,1.01,4,Senior,Culinary
Van Manukyan,14,1.28,24,Senior,Early College
Joe Fogarty,14,2.79,48,Victory Lap,Engineering
Emmy Willaims,14,3.47,48,Junior,Engineering
Elijah Wilson,18,3.81,43,Senior,Construction
Ben Foster,17,4.14,59,Sophomore,Business
Benedict DeFreitas,17,0.76,1,Junior,Early College
Jane Smith,17,3.4,36,Senior,Criminal Justice
Alexis Moore,19,3.62,16,Sophomore,Marketing
Roman Wilson,16,1.85,22,Junior,Construction
Jill Smith,14,3.19,56,Senior,Criminal Justice
Jane Willaims,15,1.81,54,Junior,Culinary
Lisa Manukyan,17,1.35,1,Victory Lap,Criminal Justice
Elijah Wilson,15,2.85,1,Freshman,Bio Med
Mac DeFreitas,14,2.36,21,Sophomore,Computer Science
Van Smith,19,3.24,3,Senior,Construction
Aiden Miller,16,0.42,44,Senior,Engineering
Roman Johnson,19,1.37,45,Junior,Criminal Justice
Mac Moore,19,2.21,14,Sophomore,Culinary
Danielle Moore,14,2.11,1,Freshman,Computer Science
Emma Moore,14,3.89,36,Senior,Criminal Justice
Benedict Garcia,14,4.16,12,Freshman,Computer Science
Aiden Johnson,16,2.57,33,Senior,Culinary
Emmy Moore,17,2.65,44,Senior,Culinary
Emma Foster,16,0.8,33,Freshman,Bio Med
Danielle DeFreitas,17,3.76,0,Victory Lap,Criminal Justice
Kaden Johnson,19,3.51,12,Senior,Early Childhood Education
Benedict Johnson,16,1.61,49,Freshman,Culinary
Jane DeFreitas,14,2.24,29,Victory Lap,Culinary
Alexis Manukyan,15,2.0,17,Junior,Early College
Joe DeFreitas,18,2.25,15,Victory Lap,Criminal Justice
Rachel Manukyan,18,3.15,43,Junior,Marketing
Marge Manukyan,14,1.28,47,Victory Lap,Culinary
Ben Jones,16,1.47,44,Freshman,Early College
Lucian Foster,19,0.46,53,Senior,Early College
Andrew Johnson,19,3.23,42,Sophomore,Computer Science
Aiden Jones,14,1.83,52,Junior,Bio Med
Aiden Manukyan,19,0.79,51,Junior,Engineering
Katerina Foster,19,4.02,51,Senior,Criminal Justice
Alexis Willaims,14,2.3,56,Freshman,Business
Kaden Manukyan,16,0.97,39,Freshman,Early College
Emma Moore,14,1.47,6,Victory Lap,Construction
Marge Miller,16,0.31,30,Senior,Marketing
Katerina Garcia,14,1.95,56,Sophomore,Engineering
Lucian Anderson,14,2.89,40,Freshman,Bio Med
Emmy Willaims,17,0.32,21,Senior,Early Childhood Education
Benedict Anderson,15,0.81,37,Senior,Business
Noah Brown,19,3.39,17,Sophomore,Engineering
Joe Garcia,15,1.89,14,Senior,Engineering
Kyan Davis,18,1.62,7,Senior,Early Childhood Education
Emma Foster,14,1.3,27,Victory Lap,Early College
Kaden Miller,14,3.16,49,Senior,Engineering
Jill Smith,15,2.4,40,Victory Lap,Culinary
Katerina Davis,15,1.58,49,Junior,Bio Med
Rachel Smith,19,0.68,19,Freshman,Computer Science
Mac Wilson,17,3.54,55,Junior,Computer Science
Roman Johnson,15,2.16,26,Freshman,Construction
Benedict Brown,17,3.71,16,Junior,Bio Med
Marge Jones,14,3.08,2,Senior,Criminal Justice
Jill Garcia,18,3.05,13,Victory Lap,Engineering
Van Davis,17,0.69,37,Senior,Construction
Jane Manukyan,18,1.49,28,Junior,Criminal Justice
Benedict Garcia,15,1.09,60,Freshman,Early College
Emma DeFreitas,18,2.34,41,Junior,Construction
Katerina Fogarty,14,2.68,9,Sophomore,Culinary
Mac Foster,14,2.22,57,Freshman,Bio Med
Jill Manukyan,16,1.47,38,Sophomore,Construction
Kyan Jones,16,4.29,41,Senior,Engineering
Joe Miller,18,1.78,13,Freshman,Construction
Keaton Jones,16,1.96,23,Sophomore,Engineering
Keaton Johnson,15,3.99,0,Senior,Computer Science
Benedict Wilson,16,1.29,11,Victory Lap,Construction
Emmy Wilson,18,2.01,28,Sophomore,Construction
Lucian Jones,18,1.58,9,Victory Lap,Construction
Marge Willaims,17,0.92,58,Senior,Computer Science
Van Smith,19,3.76,45,Victory Lap,Computer Science
Elijah Willaims,15,2.11,56,Junior,Marketing
Elijah Brown,16,3.91,27,Sophomore,Early College
Rachel Brown,16,1.62,54,Freshman,Construction
Kaden Willaims,19,4.12,37,Freshman,Construction
Alexis Miller,14,4.2,57,Junior,Marketing
Emmy Garcia,17,2.93,4,Sophomore,Marketing
Emma DeFreitas,15,2.64,10,Freshman,Criminal Justice
Danielle Foster,15,2.76,54,Sophomore,Early College
Keaton DeFreitas,16,1.5,52,Junior,Early Childhood Education
Lucian Wilson,19,1.59,37,Junior,Culinary
Lucian Moore,15,2.29,41,Junior,Business
Roman DeFreitas,15,4.07,42,Sophomore,Business
Noah Johnson,17,3.28,3,Senior,Marketing
Eliana Manukyan,19,1.31,44,Sophomore,Marketing
Roman Manukyan,15,1.88,28,Sophomore,Early Childhood Education
Emma Jones,15,2.5,29,Sophomore,Bio Med
Eliana Smith,19,3.4,47,Victory Lap,Marketing
Eliana Johnson,16,4.08,45,Victory Lap,Construction
Keaton Jones,15,1.99,22,Victory Lap,Criminal Justice
Benedict Jones,17,2.04,11,Freshman,Early Childhood Education
Eliana Manukyan,15,0.87,57,Victory Lap,Computer Science
Danielle Smith,18,3.15,26,Sophomore,Criminal Justice
Kaden Smith,16,1.49,25,Junior,Business
Kaden Wilson,18,1.26,13,Freshman,Culinary
Keaton Manukyan,18,3.75,29,Sophomore,Early College
Aiden DeFreitas,14,4.11,54,Victory Lap,Bio Med
Alexis Brown,15,2.58,38,Senior,Engineering
Lucian Johnson,19,0.73,16,Senior,Early Childhood Education
Elijah Foster,17,3.46,53,Sophomore,Business
Andrew Anderson,16,2.88,9,Freshman,Culinary
Joe Brown,17,1.32,25,Freshman,Construction
Kyan Davis,19,1.93,23,Junior,Early College
Emma Anderson,14,2.68,44,Victory Lap,Marketing
Eliana Brown,19,1.08,29,Sophomore,Computer Science
Eliana DeFreitas,17,3.47,40,Junior,Bio Med
Alexis DeFreitas,18,2.43,55,Victory Lap,Early College
Lisa Foster,18,4.1,42,Victory Lap,Early College
Lisa Brown,16,0.6,46,Sophomore,Computer Science
Joe Jones,15,3.46,55,Victory Lap,Early Childhood Education
Lucian Garcia,19,1.0,43,Sophomore,Criminal Justice
Andrew Johnson,18,3.32,38,Senior,Criminal Justice
Kaden DeFreitas,17,3.04,8,Senior,Criminal Justice
Keaton Moore,14,4.15,37,Victory Lap,Criminal Justice
Van Smith,18,2.72,9,Sophomore,Engineering
Keaton Moore,16,3.66,16,Freshman,Culinary
Jill DeFreitas,16,0.6,8,Senior,Culinary
Jill Anderson,19,2.47,54,Senior,Criminal Justice
Alexis Willaims,17,1.08,7,Freshman,Computer Science
Lisa Wilson,17,0.85,19,Sophomore,Business
Joe Moore,15,3.7,6,Sophomore,Criminal Justice
Lisa Foster,19,1.71,23,Sophomore,Marketing
Ben Willaims,16,1.04,27,Junior,Bio Med
Aiden Manukyan,19,3.46,7,Victory Lap,Culinary
Kyan Anderson,17,1.02,30,Freshman,Construction
Lucian DeFreitas,16,2.0,46,Victory Lap,Bio Med
Roman Jones,14,2.07,49,Junior,Engineering
Marge Jones,18,3.49,56,Sophomore,Business
Rachel Brown,17,3.4,33,Senior,Construction
Rachel Jones,19,0.62,0,Senior,Computer Science
Emmy Wilson,17,2.78,34,Sophomore,Early College
Van Wilson,19,4.2,54,Junior,Construction
Mac Wilson,19,2.23,4,Victory Lap,Construction
Ben Johnson,14,3.95,17,Senior,Early College
Joe DeFreitas,15,3.17,36,Senior,Engineering
Noah Willaims,16,4.28,46,Freshman,Culinary
Emma Wilson,15,4.01,36,Victory Lap,Early Childhood Education
Danielle Manukyan,14,2.91,5,Freshman,Bio Med
Kaden Willaims,19,1.05,0,Freshman,Early Childhood Education
Lucian DeFreitas,14,0.86,29,Freshman,Engineering
Elijah Anderson,14,2.84,9,Junior,Early College
Joe Smith,18,2.96,38,Freshman,Business
Keaton Anderson,15,3.49,33,Freshman,Criminal Justice
Andrew Johnson,18,4.06,51,Junior,Bio Med
Van Smith,15,1.49,53,Freshman,Bio Med
Roman Manukyan,14,4.07,43,Sophomore,Criminal Justice
Emma Manukyan,18,3.87,26,Freshman,Computer Science
Benedict Jones,19,3.3,59,Junior,Early Childhood Education
Keaton Wilson,15,1.05,5,Freshman,Construction
Lucian Johnson,14,3.68,32,Senior,Bio Med
Andrew Foster,16,1.69,1,Sophomore,Engineering
Roman Miller,17,0.39,36,Junior,Early Childhood Education
Marge Johnson,14,1.26,45,Freshman,Business
Van Jones,18,3.18,0,Senior,Early College
Roman DeFreitas,17,2.27,52,Senior,Early College
Joe Manukyan,19,2.28,21,Junior,Criminal Justice
Elijah Manukyan,16,3.18,32,Senior,Engineering
Lucian Moore,18,0.42,19,Freshman,Marketing
Andrew Jones,16,3.9,0,Freshman,Criminal Justice
Eliana Foster,15,3.6,41,Junior,Criminal Justice
Mac Brown,18,2.26,34,Victory Lap,Business
Rachel Brown,16,3.41,55,Sophomore,Early College
Roman Wilson,14,1.2,47,Sophomore,Engineering
Eliana Brown,14,1.79,5,Freshman,Business
Marge Smith,15,0.69,21,Freshman,Early College
Aiden Miller,16,0.94,53,Junior,Construction
Noah Garcia,17,3.99,28,Freshman,Bio Med
Roman Wilson,19,3.68,21,Sophomore,Early College
Aiden Smith,14,3.67,39,Freshman,Early Childhood Education
Aiden Jones,16,2.39,32,Freshman,Engineering
Rachel Brown,18,0.97,38,Freshman,Computer Science
Alexis Garcia,16,2.82,3,Freshman,Criminal Justice
Mac Willaims,19,3.71,40,Freshman,Construction
Elijah Willaims,15,1.75,13,Junior,Early College
Benedict Foster,17,1.04,19,Senior,Culinary
Kyan DeFreitas,19,2.82,26,Sophomore,Business
Emma Wilson,15,2.42,23,Junior,Early College
Aiden Willaims,14,3.91,41,Sophomore,Culinary
Lisa Jones,19,0.54,5,Victory Lap,Business
Noah Miller,17,2.07,53,Freshman,Early Childhood Education
Mac DeFreitas,17,0.43,31,Victory Lap,Computer Science
Aiden Davis,17,2.72,9,Junior,Construction
Lucian Brown,18,0.32,53,Senior,Computer Science
Katerina DeFreitas,18,1.93,22,Victory Lap,Culinary
Noah Smith,16,3.03,58,Freshman,Construction
Benedict Garcia,19,1.58,10,Sophomore,Construction
Jane Anderson,17,0.39,9,Senior,Bio Med
Lisa Willaims,19,3.71,19,Freshman,Business
Marge Smith,19,3.94,9,Sophomore,Engineering
Noah Anderson,14,1.74,34,Victory Lap,Bio Med
Ben Johnson,16,2.32,7,Sophomore,Engineering
Roman Johnson,15,3.18,7,Junior,Marketing
Kaden Smith,18,1.0,60,Senior,Business
Roman Wilson,19,1.85,30,Junior,Engineering
Emma Johnson,17,2.72,6,Junior,Early Childhood Education
Aiden Miller,14,2.32,17,Sophomore,Culinary
Ben Willaims,17,3.36,20,Victory Lap,Construction
Marge Johnson,17,3.97,17,Junior,Construction
Kyan Wilson,16,1.73,43,Junior,Bio Med
Danielle Smith,16,2.09,43,Junior,Marketing
Noah Smith,14,2.16,8,Victory Lap,Marketing
Emmy Miller,19,3.75,39,Victory Lap,Early Childhood Education
Ben Davis,15,0.53,28,Senior,Business
Ben Anderson,17,2.45,3,Victory Lap,Early College
Mac Anderson,19,1.9,6,Sophomore,Criminal Justice
Roman Davis,19,2.94,14,Senior,Early Childhood Education
Aiden Foster,18,4.21,48,Freshman,Criminal Justice
Van Willaims,15,1.71,51,Freshman,Bio Med
Kyan Jones,16,2.9,14,Junior,Bio Med
Danielle DeFreitas,16,4.25,49,Junior,Early Childhood Education
Katerina Moore,16,2.17,23,Junior,Bio Med
Andrew Brown,19,1.33,7,Senior,Construction
Katerina Moore,16,3.42,23,Freshman,Engineering
Lucian Miller,15,1.22,32,Sophomore,Marketing
Lisa Garcia,17,0.68,60,Senior,Criminal Justice
Andrew Willaims,16,2.11,30,Victory Lap,Business
Kaden Manukyan,17,0.31,48,Freshman,Culinary
Jane Brown,14,1.26,6,Sophomore,Bio Med
Marge Jones,18,4.09,49,Freshman,Computer Science
Elijah Smith,19,3.14,27,Senior,Criminal Justice
Roman DeFreitas,18,0.51,10,Freshman,Construction
Aiden Moore,19,0.96,53,Victory Lap,Marketing
Elijah Moore,15,2.88,5,Junior,Marketing
Van DeFreitas,14,0.71,23,Junior,Early College
Marge Miller,19,1.76,26,Junior,Computer Science
Emmy Brown,17,1.05,41,Victory Lap,Criminal Justice
Rachel Miller,17,2.78,8,Victory Lap,Culinary
Keaton Willaims,18,4.01,26,Senior,Bio Med
Roman Brown,17,0.75,29,Senior,Business
Jane Foster,15,4.0,21,Freshman,Bio Med
Eliana Willaims,15,1.69,13,Sophomore,Engineering
Keaton Garcia,15,0.77,54,Sophomore,Bio Med
Kyan DeFreitas,14,1.98,11,Freshman,Computer Science
Aiden Foster,18,4.3,59,Freshman,Early College
Van Miller,19,3.21,23,Victory Lap,Criminal Justice
Noah Miller,15,3.03,3,Freshman,Early Childhood Education
Van Manukyan,15,1.02,4,Junior,Early Childhood Education
Emmy DeFreitas,19,1.0,35,Sophomore,Marketing
Katerina Manukyan,17,3.99,35,Victory Lap,Engineering
Lucian DeFreitas,18,4.12,4,Sophomore,Early College
Jane Wilson,16,1.09,19,Junior,Engineering
Aiden Willaims,14,0.68,38,Sophomore,Early Childhood Education
Roman Wilson,19,0.6,44,Freshman,Criminal Justice
Van Smith,17,1.32,50,Junior,Early Childhood Education
Van Miller,16,1.72,59,Senior,Early College
Ben Fogarty,15,4.12,49,Freshman,Marketing
Ben Johnson,16,0.4,31,Victory Lap,Engineering
Van Jones,17,2.43,55,Junior,Computer Science
Joe Anderson,19,3.56,40,Victory Lap,Engineering
Jill DeFreitas,19,1.42,15,Junior,Marketing
Lisa Anderson,16,1.53,53,Junior,Business
Jane Miller,19,1.97,13,Freshman,Computer Science
Katerina Wilson,16,1.16,27,Victory Lap,Business
Jill DeFreitas,17,1.96,30,Freshman,Marketing
Joe Foster,18,2.85,8,Victory Lap,Culinary
Joe Miller,14,4.04,4,Freshman,Early College
Kaden Brown,17,3.12,43,Victory Lap,Computer Science
Kaden Moore,16,1.49,14,Senior,Criminal Justice
Andrew Willaims,19,2.87,46,Victory Lap,Bio Med
Aiden Davis,17,0.71,55,Freshman,Early College
Danielle Foster,14,1.08,53,Sophomore,Culinary
Alexis Fogarty,15,0.64,4,Victory Lap,Business
Aiden Moore,16,3.38,11,Junior,Early Childhood Education
Alexis Jones,14,0.63,17,Senior,Early College
Benedict Johnson,14,1.74,47,Victory Lap,Marketing
Benedict Fogarty,15,1.19,31,Senior,Bio Med
Joe Anderson,18,1.81,36,Junior,Marketing
Mac Foster,18,2.33,38,Freshman,Criminal Justice
Andrew Davis,19,1.97,51,Junior,Early College
Eliana Smith,19,3.49,28,Freshman,Engineering
Kaden Smith,17,4.19,42,Victory Lap,Early Childhood Education
Joe Garcia,19,4.0,36,Senior,Bio Med
Elijah Wilson,19,0.84,33,Sophomore,Early Childhood Education
Joe Manukyan,14,1.97,49,Junior,Business
Noah Garcia,15,3.63,17,Freshman,Culinary
Andrew Garcia,15,1.05,14,Victory Lap,Marketing
Jane Fogarty,15,2.08,30,Sophomore,Engineering
Keaton Manukyan,19,2.54,59,Junior,Bio Med
Lucian Wilson,18,2.33,27,Senior,Criminal Justice
Ben Brown,16,4.21,1,Victory Lap,Engineering
Katerina Smith,14,0.96,31,Victory Lap,Construction
Van Fogarty,17,2.01,32,Freshman,Bio Med
Noah Foster,19,0.45,2,Victory Lap,Bio Med
Keaton Wilson,18,1.64,31,Junior,Marketing
Emmy Willaims,16,1.36,0,Victory Lap,Business
Lisa Wilson,15,1.18,16,Sophomore,Bio Med
Emma Garcia,16,1.48,35,Junior,Business
Alexis Smith,16,2.37,57,Junior,Construction
Van Garcia,17,1.09,27,Senior,Culinary
Lisa Brown,15,2.99,31,Freshman,Criminal Justice
Danielle Smith,17,3.04,22,Victory Lap,Bio Med
